Index,Expression,Success_P,Avg_Time_P,Std_Time_P,Success_S,Avg_Time_S,Std_Time_S
66,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((510.07+817.95)+220.42)+543.71)+191.90)+183.06)+644.67)+893.65)+494.93)+279.48)+139.07)+351.77)+183.77)+693.23)+82.35)+43.16)+360.52)+244.02)+296.82)+570.68)+384.15)+351.10)+866.68)+289.28)+918.74)+320.74)+747.11)+662.45)+793.83)+933.93)+516.08)+795.01)+809.09)+307.53)+577.99)+322.91)+100.14)+59.18)+690.32)+195.00)+433.36)+515.88)+322.81)+543.23)+983.91)+612.36)+6.96)+981.29)+527.02)+643.22)+627.37)+191.31)+285.19)+171.68)+443.56)+928.79)+144.13)+397.39)+872.45)+195.92)+756.10)+801.32)+868.79)+824.26)+328.17)+570.93)+603.15),0,69.96,10.7487,0,23.85,3.70196
67,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((84.24+805.74)+109.15)+417.25)+744.11)+323.59)+659.70)+503.81)+506.81)+898.51)+175.79)+453.04)+268.01)+408.90)+454.63)+954.36)+958.91)+482.25)+174.19)+685.04)+515.79)+906.56)+596.62)+400.41)+743.14)+980.45)+345.89)+380.32)+962.92)+829.07)+99.55)+132.75)+104.41)+785.49)+794.24)+780.11)+380.10)+351.05)+139.84)+243.36)+96.87)+24.34)+121.00)+703.86)+713.28)+88.81)+579.58)+931.08)+587.65)+589.64)+995.33)+576.43)+64.63)+272.53)+375.87)+256.75)+238.46)+810.44)+982.88)+274.66)+134.11)+44.66)+641.67)+578.79)+655.65)+535.27)+351.10)+919.61),0,82.22,32.163,0,28.22,16.2838
68,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((879.34+77.54)+171.59)+851.94)+483.43)+956.57)+96.01)+597.67)+123.07)+433.64)+120.45)+396.63)+134.09)+661.18)+421.59)+673.60)+257.84)+473.41)+569.93)+780.46)+187.08)+232.95)+154.38)+633.64)+600.61)+485.58)+97.16)+31.02)+343.30)+784.97)+917.02)+413.16)+931.29)+265.92)+245.46)+407.08)+800.03)+141.94)+586.76)+592.78)+811.85)+680.46)+516.44)+823.27)+658.87)+551.34)+383.46)+754.76)+194.45)+127.78)+559.62)+572.30)+701.77)+607.56)+263.98)+770.10)+117.47)+383.30)+51.18)+123.23)+47.25)+164.80)+793.98)+345.65)+280.11)+841.86)+223.19)+130.04)+508.14),0,71.21,7.66771,0,24.04,2.20156
69,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((262.53+299.24)+284.53)+110.28)+510.69)+146.66)+980.18)+822.39)+906.45)+687.59)+308.52)+226.14)+664.32)+163.04)+198.71)+699.00)+110.73)+82.35)+37.49)+127.16)+185.77)+234.12)+847.20)+857.70)+290.79)+368.62)+478.68)+201.09)+665.24)+689.66)+43.54)+763.62)+227.70)+13.14)+882.86)+235.60)+714.59)+184.21)+63.06)+876.70)+640.09)+54.30)+570.18)+936.93)+933.29)+885.49)+359.69)+321.92)+540.08)+175.58)+965.32)+162.71)+719.94)+985.79)+160.98)+644.00)+660.61)+938.36)+72.64)+777.72)+191.26)+442.82)+496.47)+131.52)+497.79)+340.83)+382.24)+366.31)+628.71)+725.35),0,78.21,22.1306,0,24.94,4.91096
70,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((935.55+773.19)+1.30)+866.04)+505.53)+420.44)+393.03)+655.24)+537.97)+623.93)+380.41)+473.19)+939.12)+769.78)+766.01)+263.75)+777.60)+87.92)+662.26)+566.13)+908.57)+302.73)+59.51)+141.64)+473.65)+719.64)+9.56)+752.22)+623.20)+64.53)+611.33)+691.11)+493.48)+996.06)+767.69)+581.83)+772.60)+24.77)+306.75)+466.35)+961.83)+414.18)+154.77)+213.21)+366.80)+835.10)+593.87)+185.37)+579.57)+817.46)+53.58)+467.17)+771.37)+394.44)+434.12)+325.83)+296.78)+910.83)+301.69)+510.78)+615.41)+150.73)+250.78)+942.11)+983.97)+503.18)+901.08)+490.27)+2.34)+275.72)+999.88),0,72.55,7.18356,0,25.46,7.65997
71,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((903.61+24.99)+47.19)+58.36)+902.25)+154.43)+535.01)+939.21)+306.14)+291.51)+366.52)+91.75)+960.46)+445.33)+659.51)+446.81)+583.68)+948.45)+516.96)+504.57)+371.91)+687.72)+538.49)+419.65)+44.37)+803.78)+100.43)+958.92)+580.28)+684.99)+641.70)+108.69)+816.21)+60.43)+634.23)+523.72)+167.93)+374.41)+743.84)+652.98)+670.03)+115.23)+739.73)+599.33)+931.53)+214.02)+61.14)+579.13)+362.88)+968.06)+175.81)+813.96)+264.65)+903.94)+564.11)+48.28)+480.75)+991.77)+699.48)+118.09)+813.38)+488.37)+2.03)+198.31)+70.59)+417.21)+0.01)+105.31)+972.48)+425.22)+596.18)+915.95),0,76.09,14.0203,0,25.72,6.41822
72,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((314.81+32.36)+803.63)+612.44)+227.61)+403.95)+266.70)+469.70)+202.32)+379.76)+645.80)+986.11)+586.79)+241.00)+429.15)+691.27)+213.62)+269.71)+953.47)+21.68)+353.63)+479.57)+133.56)+687.35)+220.64)+277.10)+136.82)+567.48)+682.50)+717.84)+719.75)+784.57)+259.50)+399.06)+997.15)+155.24)+196.65)+118.35)+156.12)+833.94)+61.24)+276.77)+619.12)+585.31)+351.87)+953.73)+358.63)+492.78)+146.44)+269.56)+520.89)+577.91)+862.99)+304.22)+953.59)+12.01)+860.07)+224.66)+907.26)+256.26)+950.27)+240.49)+901.83)+115.75)+367.56)+514.67)+16.74)+412.70)+327.50)+280.93)+583.02)+826.26)+930.08),0,84.79,30.3985,0,29.14,14.8358
73,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((935.91+872.38)+109.59)+916.49)+515.79)+854.53)+133.40)+136.23)+637.06)+143.85)+705.22)+627.71)+870.28)+866.56)+261.18)+610.94)+24.37)+527.87)+958.85)+367.16)+933.22)+549.95)+962.30)+296.11)+729.67)+577.58)+456.01)+187.13)+171.46)+771.32)+557.06)+548.48)+334.39)+25.91)+480.26)+763.55)+972.06)+485.03)+831.78)+784.38)+137.33)+29.24)+365.97)+858.12)+362.63)+730.15)+647.37)+332.44)+346.06)+239.79)+135.35)+812.00)+346.35)+101.68)+908.56)+194.65)+522.65)+232.14)+515.33)+204.09)+183.20)+66.07)+501.46)+981.17)+502.44)+527.42)+353.39)+364.63)+326.84)+276.65)+612.93)+451.78)+994.79)+496.21),0,114.7,38.293,0,41.22,17.9148
74,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((870.53+932.87)+823.61)+445.77)+38.81)+270.35)+707.45)+150.23)+958.70)+866.34)+611.47)+936.50)+816.44)+918.60)+949.19)+35.01)+382.11)+172.21)+272.88)+284.48)+288.36)+543.72)+231.33)+1.97)+139.88)+31.66)+109.04)+614.82)+196.89)+151.08)+158.36)+610.73)+549.32)+382.26)+594.90)+452.89)+689.99)+729.95)+305.89)+142.26)+898.14)+107.31)+630.57)+968.44)+600.41)+131.95)+628.79)+128.04)+927.17)+892.67)+29.85)+606.93)+684.66)+38.83)+600.78)+232.87)+806.94)+167.27)+299.11)+68.31)+160.20)+484.79)+812.86)+683.26)+492.72)+141.34)+529.12)+907.39)+434.71)+230.53)+470.71)+248.75)+810.75)+219.15)+289.50),0,89.84,26.146,0,31.61,14.6549
75,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((652.95+208.68)+225.70)+317.19)+91.35)+368.42)+7.91)+875.10)+861.80)+198.35)+691.23)+495.34)+257.66)+519.42)+947.17)+107.65)+281.29)+566.86)+199.09)+113.70)+901.88)+850.16)+610.52)+6.89)+827.82)+224.73)+19.63)+853.63)+890.32)+642.39)+642.05)+3.86)+865.90)+235.74)+94.20)+248.70)+861.27)+449.31)+518.63)+594.90)+485.74)+754.09)+5.49)+260.50)+166.35)+869.85)+553.57)+825.79)+975.46)+506.50)+690.17)+619.31)+689.60)+26.31)+271.15)+181.56)+420.90)+993.95)+234.32)+137.65)+421.50)+192.01)+102.24)+341.07)+430.75)+680.28)+461.43)+310.74)+632.56)+389.64)+757.87)+474.29)+422.60)+643.28)+566.20)+69.76),0,102.02,34.3111,0,35.56,15.2132
76,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((432.82+465.56)+603.06)+615.90)+475.16)+972.23)+231.40)+151.63)+514.81)+431.07)+978.82)+990.92)+425.53)+817.02)+669.81)+535.56)+196.96)+303.43)+782.29)+938.37)+194.74)+30.29)+145.49)+302.18)+730.91)+332.75)+487.89)+988.15)+764.77)+444.88)+28.12)+659.59)+656.88)+167.26)+109.73)+248.45)+778.22)+527.54)+444.01)+527.82)+154.14)+651.79)+593.99)+143.38)+834.94)+912.57)+602.23)+707.40)+199.56)+63.57)+487.86)+379.94)+700.18)+844.08)+409.07)+252.03)+900.59)+236.04)+174.85)+766.16)+923.89)+814.10)+558.91)+548.85)+486.29)+41.21)+532.56)+782.45)+593.50)+915.52)+158.27)+37.35)+718.54)+510.70)+406.98)+58.55)+11.01),0,91.99,17.763,0,31.23,6.52091
77,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((68.49+58.67)+110.01)+977.12)+383.66)+240.79)+19.12)+361.60)+418.68)+820.73)+940.46)+314.60)+543.90)+333.78)+896.57)+645.66)+530.46)+369.62)+225.87)+153.20)+913.49)+46.60)+221.61)+607.86)+226.31)+567.75)+183.22)+416.74)+183.59)+633.23)+780.25)+696.26)+38.69)+245.70)+539.35)+831.41)+462.82)+645.86)+964.76)+729.51)+908.51)+334.89)+570.47)+965.07)+963.74)+591.99)+640.75)+26.80)+496.85)+553.80)+749.05)+290.20)+387.25)+497.50)+442.21)+302.19)+927.89)+7.34)+318.25)+753.32)+983.37)+428.64)+94.07)+5.64)+868.12)+452.76)+473.52)+439.12)+345.02)+672.99)+19.91)+551.99)+312.99)+407.44)+782.50)+495.66)+539.44)+294.97),0,86.66,12.1964,0,29.31,4.77514
78,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((555.36+863.53)+374.03)+333.98)+152.19)+866.30)+987.99)+110.15)+274.05)+14.49)+579.99)+870.39)+619.81)+93.40)+804.00)+909.62)+978.86)+757.85)+208.00)+849.36)+172.19)+995.46)+664.51)+346.51)+772.49)+231.07)+555.69)+549.37)+314.04)+89.34)+555.73)+198.75)+398.94)+929.74)+133.13)+494.74)+99.50)+362.68)+575.28)+755.42)+373.16)+680.56)+109.92)+443.08)+924.89)+552.80)+924.06)+720.93)+666.49)+699.59)+25.04)+784.69)+258.75)+858.58)+132.31)+790.09)+120.22)+461.46)+750.37)+504.73)+7.41)+511.73)+608.32)+16.97)+280.50)+433.94)+186.76)+936.87)+927.76)+778.93)+432.29)+494.32)+72.65)+80.36)+625.99)+945.03)+38.42)+707.83)+430.57),0,82.21,17.2336,0,28.97,9.97214
79,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((509.10+401.98)+79.03)+268.30)+367.18)+247.24)+372.16)+870.24)+174.00)+482.30)+95.98)+74.19)+955.03)+260.45)+389.08)+194.42)+610.99)+987.93)+197.27)+574.91)+454.11)+169.95)+367.05)+1.35)+762.32)+344.56)+97.55)+464.79)+692.03)+962.95)+220.42)+646.65)+176.88)+904.25)+811.20)+848.35)+246.15)+10.27)+567.83)+458.10)+264.74)+512.55)+446.47)+899.39)+52.92)+371.45)+913.76)+527.38)+630.69)+33.73)+975.79)+64.82)+353.46)+541.55)+847.89)+449.39)+961.11)+456.17)+858.27)+18.56)+867.78)+847.09)+6.61)+104.68)+353.42)+8.13)+626.86)+657.45)+744.07)+639.57)+257.01)+598.65)+485.28)+41.96)+142.90)+753.58)+491.75)+903.03)+295.52)+872.79),0,87.58,15.6465,0,30.59,8.8353
80,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((968.00+111.00)+571.73)+138.14)+718.89)+450.39)+775.15)+872.54)+731.58)+706.28)+410.83)+821.73)+813.28)+842.83)+524.39)+401.30)+587.10)+441.70)+736.28)+739.53)+271.43)+959.41)+741.34)+686.64)+425.50)+413.51)+844.53)+36.36)+113.46)+890.21)+684.56)+412.05)+287.67)+866.20)+249.16)+702.07)+661.59)+421.43)+19.02)+613.17)+482.20)+324.93)+125.04)+515.46)+404.80)+425.39)+482.23)+790.70)+333.42)+855.00)+50.10)+1.99)+400.28)+556.95)+609.32)+822.00)+428.41)+361.12)+426.83)+797.59)+99.33)+484.29)+476.02)+474.42)+568.99)+13.21)+81.41)+327.09)+380.45)+241.37)+636.10)+943.37)+193.75)+433.63)+59.65)+611.09)+591.95)+866.95)+885.69)+798.64)+815.26),0,86.01,9.86935,0,30.36,6.63861
81,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((52.29+795.45)+86.04)+142.94)+406.57)+215.57)+77.49)+310.63)+774.48)+608.75)+231.51)+970.52)+554.46)+885.97)+562.73)+760.73)+635.22)+221.05)+224.34)+416.76)+499.44)+103.75)+744.24)+439.63)+926.09)+781.59)+118.93)+774.79)+827.87)+47.06)+958.10)+816.04)+176.98)+561.56)+121.68)+75.77)+539.43)+267.69)+146.16)+578.98)+978.32)+640.15)+79.43)+915.82)+144.45)+762.17)+869.31)+509.75)+413.93)+956.16)+136.00)+779.60)+798.83)+954.02)+150.68)+554.31)+262.80)+910.74)+769.29)+411.86)+93.32)+454.90)+425.70)+733.42)+648.11)+791.61)+664.82)+621.25)+295.56)+550.07)+985.11)+684.37)+236.85)+749.33)+8.96)+597.39)+370.01)+824.91)+185.41)+209.06)+664.84)+900.85),0,92.47,22.6147,0,32.69,12.9089
82,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((614.58+305.81)+719.72)+326.70)+772.74)+465.29)+129.84)+140.79)+208.41)+820.13)+854.72)+277.01)+788.06)+871.23)+683.69)+788.70)+745.12)+234.23)+778.52)+569.21)+771.76)+920.33)+982.62)+978.46)+912.23)+814.70)+696.90)+864.25)+418.87)+910.69)+32.29)+629.89)+495.74)+830.62)+267.72)+565.81)+503.65)+780.09)+1.58)+525.93)+288.43)+629.73)+809.43)+63.30)+808.14)+411.82)+542.61)+666.89)+501.60)+358.24)+948.68)+509.51)+323.35)+626.58)+924.67)+949.75)+477.92)+431.93)+529.31)+48.20)+127.55)+713.59)+272.45)+134.33)+759.73)+788.17)+846.76)+452.17)+684.13)+211.42)+340.30)+456.33)+571.24)+803.59)+919.09)+163.42)+572.86)+992.87)+87.37)+389.04)+650.17)+341.67)+438.22),0,96.07,28.4801,0,33.94,12.2778
83,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((208.45+408.45)+813.33)+640.29)+435.77)+50.00)+283.65)+226.59)+363.62)+303.65)+512.89)+187.38)+339.28)+247.33)+837.32)+796.49)+535.16)+456.20)+384.96)+985.55)+83.55)+166.37)+110.62)+182.08)+267.92)+888.12)+557.79)+750.57)+899.88)+283.74)+900.94)+163.40)+239.47)+746.17)+811.85)+810.72)+831.39)+118.25)+431.66)+929.24)+740.15)+765.35)+218.80)+337.16)+588.18)+580.88)+867.86)+194.78)+682.19)+585.56)+447.49)+993.64)+179.79)+693.32)+569.45)+801.36)+439.00)+272.89)+465.13)+443.59)+425.76)+793.68)+335.35)+155.82)+915.49)+664.43)+134.45)+778.32)+146.03)+327.06)+952.85)+542.77)+383.72)+134.76)+922.97)+379.53)+730.00)+158.42)+553.52)+985.89)+866.18)+965.74)+192.61)+170.46),0,90.99,14.5404,0,31.71,8.88455
84,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((865.56+386.28)+225.19)+808.47)+918.07)+85.00)+546.93)+260.56)+280.89)+903.18)+796.29)+273.77)+292.20)+46.30)+219.87)+385.91)+932.16)+772.24)+35.00)+228.27)+533.90)+339.06)+598.84)+682.78)+462.99)+475.31)+558.23)+210.43)+773.40)+608.70)+447.19)+911.08)+567.10)+263.00)+294.03)+765.87)+59.01)+793.45)+535.03)+168.19)+838.75)+792.02)+552.08)+795.58)+268.33)+876.71)+883.40)+301.05)+828.43)+452.23)+601.17)+888.67)+882.72)+868.24)+506.75)+908.33)+277.91)+778.89)+770.62)+763.56)+176.29)+963.61)+352.67)+259.58)+698.39)+769.20)+995.23)+832.90)+602.34)+541.27)+134.08)+502.67)+386.77)+399.01)+216.72)+338.55)+989.53)+985.85)+139.97)+442.84)+819.16)+566.07)+860.83)+944.42)+908.21),0,93.66,19.4792,0,32.36,10.348
85,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((272.52+325.28)+996.49)+5.66)+95.98)+175.46)+922.47)+37.71)+863.13)+669.70)+723.91)+698.22)+27.85)+991.10)+445.49)+303.33)+95.49)+861.97)+90.86)+84.66)+888.35)+466.67)+298.86)+978.05)+92.13)+497.67)+329.01)+673.04)+729.01)+401.75)+177.60)+943.99)+625.28)+73.78)+969.84)+153.78)+526.91)+778.68)+196.26)+534.95)+936.41)+237.81)+825.97)+66.47)+92.85)+500.96)+571.61)+44.48)+519.04)+448.23)+443.75)+177.79)+83.81)+612.82)+594.96)+523.02)+377.92)+668.08)+373.03)+537.70)+63.53)+705.87)+518.76)+883.20)+898.85)+905.01)+507.01)+343.67)+110.13)+915.87)+56.08)+546.81)+288.45)+994.42)+207.28)+760.10)+986.99)+299.55)+602.78)+851.92)+239.67)+212.16)+768.25)+939.32)+87.46)+949.78),0,94.44,24.0174,0,34.72,13.7033
86,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((915.88+155.02)+447.53)+650.93)+249.39)+450.70)+842.13)+725.03)+507.30)+267.94)+239.51)+472.94)+673.94)+832.15)+999.94)+949.45)+419.62)+586.39)+475.49)+588.19)+670.50)+107.08)+631.33)+684.85)+303.19)+749.13)+701.54)+859.66)+316.46)+737.80)+283.65)+275.88)+657.07)+350.37)+632.77)+22.68)+125.27)+487.28)+648.44)+325.95)+296.33)+368.78)+149.85)+574.33)+784.13)+814.28)+632.74)+409.75)+743.40)+256.47)+463.36)+659.76)+507.65)+69.66)+859.55)+476.31)+309.98)+849.08)+539.56)+358.67)+228.56)+408.52)+992.72)+595.74)+624.20)+872.98)+109.72)+62.22)+705.01)+143.30)+405.47)+798.64)+801.34)+178.10)+329.18)+606.11)+882.79)+97.14)+570.24)+56.02)+521.62)+890.51)+742.05)+709.20)+514.14)+85.25)+831.19),0,92.32,20.1754,0,34.97,16.516
87,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((755.78+457.13)+947.85)+508.03)+378.84)+126.70)+417.56)+903.28)+428.15)+954.90)+46.72)+268.01)+451.01)+127.93)+111.00)+496.62)+769.99)+174.62)+785.08)+807.97)+521.23)+244.40)+641.59)+203.22)+574.01)+343.85)+3.91)+749.96)+612.75)+515.79)+908.95)+715.65)+860.04)+631.43)+474.45)+128.44)+728.92)+16.66)+14.47)+180.88)+100.88)+526.40)+229.92)+338.73)+85.91)+938.66)+51.61)+487.78)+185.13)+483.75)+357.56)+586.68)+341.73)+496.41)+169.71)+292.85)+980.37)+32.93)+469.44)+858.47)+224.28)+535.03)+320.69)+852.55)+761.73)+349.90)+765.20)+688.08)+541.06)+562.41)+391.52)+319.51)+990.21)+429.18)+248.44)+520.29)+568.20)+715.01)+254.08)+277.07)+632.84)+191.62)+477.77)+942.59)+173.49)+907.77)+821.44)+905.62),0,93.86,25.407,0,32.3,9.15689
88,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((705.10+606.21)+580.37)+301.07)+142.65)+562.88)+399.25)+232.82)+954.53)+860.61)+301.04)+647.85)+349.30)+763.97)+995.53)+811.48)+603.97)+999.27)+783.85)+192.64)+675.01)+843.68)+750.19)+481.90)+246.73)+778.90)+957.32)+597.50)+141.25)+62.50)+515.11)+530.97)+947.71)+87.02)+610.99)+931.94)+44.40)+218.83)+812.41)+220.37)+714.07)+397.13)+485.27)+978.78)+369.88)+507.42)+267.89)+405.89)+856.97)+128.65)+172.00)+830.41)+730.68)+509.37)+989.94)+898.12)+709.07)+330.22)+991.62)+188.45)+271.07)+890.60)+262.74)+896.05)+895.05)+181.84)+103.72)+182.56)+367.19)+398.93)+837.57)+12.60)+730.86)+576.90)+962.93)+892.94)+710.98)+383.39)+606.78)+231.69)+939.12)+758.27)+273.92)+768.32)+103.25)+387.31)+573.29)+363.50)+298.57),0,108.47,39.5422,0,37.95,19.4839
89,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((57.72+126.26)+10.08)+412.17)+369.62)+153.99)+110.16)+434.21)+803.79)+287.30)+686.69)+168.55)+874.19)+525.03)+197.19)+100.51)+313.27)+194.51)+186.00)+47.03)+479.13)+703.41)+131.27)+173.49)+766.75)+773.57)+408.92)+747.02)+206.13)+373.75)+651.18)+358.18)+0.24)+102.65)+292.38)+110.34)+527.01)+380.76)+376.11)+211.22)+994.36)+289.61)+428.29)+240.54)+736.99)+513.12)+11.49)+70.25)+608.65)+547.48)+458.50)+934.87)+302.49)+905.18)+436.77)+856.98)+184.46)+299.51)+807.57)+823.42)+205.31)+606.86)+420.32)+372.23)+72.19)+221.36)+325.27)+748.64)+335.45)+831.03)+184.43)+716.83)+819.24)+7.18)+702.99)+86.03)+908.90)+900.55)+594.01)+603.94)+439.16)+18.97)+786.54)+461.02)+290.80)+498.10)+639.85)+935.54)+573.02)+790.83),0,93.73,20.7212,0,34.46,16.1923
90,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((504.32+69.75)+365.58)+292.88)+442.13)+893.97)+939.05)+674.90)+24.06)+345.99)+0.09)+549.71)+928.97)+165.45)+771.27)+773.45)+327.44)+351.50)+681.45)+160.62)+475.02)+629.87)+155.25)+279.15)+658.18)+991.82)+464.98)+960.69)+325.55)+516.42)+498.29)+815.29)+551.55)+854.03)+660.76)+352.16)+694.18)+59.98)+147.64)+448.65)+450.80)+537.97)+596.04)+579.73)+495.82)+310.05)+987.35)+395.47)+596.73)+303.75)+75.53)+416.78)+764.72)+708.62)+742.24)+844.51)+604.37)+622.17)+743.24)+573.23)+258.84)+397.46)+144.52)+953.39)+578.36)+417.82)+257.26)+793.53)+818.96)+205.41)+403.06)+263.47)+82.91)+488.01)+31.71)+991.24)+817.37)+540.02)+111.25)+746.90)+128.13)+512.55)+370.87)+244.36)+905.50)+811.17)+382.24)+381.64)+179.70)+200.57)+972.51),0,95.87,24.3674,0,31.64,5.22913
91,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((931.44+723.39)+979.40)+722.64)+482.81)+521.72)+552.30)+555.22)+654.08)+72.60)+151.07)+92.10)+880.28)+839.05)+991.59)+654.70)+525.46)+363.23)+782.39)+703.22)+97.51)+786.05)+208.89)+846.98)+246.38)+940.75)+160.41)+6.96)+947.49)+546.85)+939.44)+176.10)+702.38)+819.42)+33.03)+105.71)+726.91)+140.21)+435.42)+32.55)+87.55)+473.73)+953.98)+623.36)+801.22)+87.40)+982.15)+978.36)+379.80)+321.17)+908.00)+792.47)+995.48)+45.13)+555.30)+881.73)+221.58)+157.52)+410.44)+281.91)+995.98)+457.13)+53.05)+638.97)+225.58)+301.77)+874.76)+152.66)+801.88)+254.43)+149.01)+409.92)+485.94)+122.80)+947.18)+214.93)+401.29)+404.62)+375.10)+286.99)+394.40)+737.76)+488.06)+802.02)+598.04)+271.21)+179.25)+726.59)+804.81)+494.48)+772.30)+119.62),0,93.22,15.2406,0,32.55,7.52286
92,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((392.64+97.48)+367.59)+146.44)+141.62)+141.13)+942.10)+850.64)+625.42)+408.81)+926.62)+779.68)+87.02)+547.79)+764.30)+531.42)+619.01)+716.97)+124.94)+828.80)+564.54)+166.80)+333.65)+590.60)+220.22)+222.72)+236.10)+154.27)+799.59)+640.73)+667.56)+649.30)+758.30)+790.69)+208.47)+722.68)+55.52)+193.98)+238.57)+654.58)+494.98)+67.93)+782.00)+54.35)+432.66)+795.79)+906.62)+505.97)+907.56)+281.13)+997.92)+103.97)+467.13)+123.92)+799.38)+228.24)+35.02)+594.29)+293.18)+488.77)+748.21)+140.94)+746.22)+657.92)+703.31)+544.74)+490.76)+233.86)+512.08)+498.39)+435.57)+556.75)+312.67)+80.27)+87.78)+376.61)+612.79)+152.25)+824.96)+51.66)+206.06)+328.71)+673.40)+890.72)+365.43)+758.98)+110.15)+336.83)+79.09)+290.28)+703.10)+945.82)+365.04),0,94.33,17.9939,0,33.04,7.82113
93,(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((148.87+83.51)+615.33)+929.57)+278.16)+88.08)+345.23)+298.36)+480.28)+71.76)+61.70)+978.22)+932.63)+690.96)+969.04)+693.27)+737.39)+229.87)+503.57)+425.46)+783.52)+578.74)+830.35)+612.44)+258.66)+345.90)+508.62)+393.42)+222.72)+209.81)+318.84)+721.31)+34.93)+102.41)+165.39)+735.44)+484.11)+451.84)+89.24)+872.05)+474.39)+25.97)+526.86)+917.34)+804.99)+391.22)+196.14)+539.49)+272.72)+571.23)+636.43)+535.01)+944.95)+723.34)+150.21)+557.07)+610.13)+457.54)+929.03)+267.35)+371.08)+713.57)+55.47)+249.16)+602.17)+713.27)+875.10)+808.73)+372.15)+687.15)+847.45)+95.79)+976.14)+984.67)+404.87)+651.65)+349.02)+55.01)+470.69)+956.83)+451.25)+140.63)+639.58)+435.00)+31.03)+461.51)+663.26)+335.42)+323.40)+380.42)+644.43)+854.39)+658.63)+572.24),0,96.4,21.2184,0,32.01,1.55372
94,((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((678.13+385.64)+377.08)+543.40)+892.19)+54.44)+944.69)+370.31)+832.44)+876.86)+406.75)+320.09)+829.60)+51.81)+815.56)+52.65)+866.75)+393.66)+216.03)+787.76)+867.22)+447.32)+124.61)+399.72)+116.28)+310.84)+323.63)+285.68)+422.26)+842.90)+570.66)+30.50)+684.60)+84.59)+724.42)+298.35)+430.95)+989.08)+481.35)+106.44)+900.73)+591.21)+446.83)+808.96)+132.14)+860.55)+289.97)+544.07)+208.94)+670.72)+861.66)+912.12)+4.09)+824.23)+839.77)+86.80)+808.62)+481.41)+999.06)+180.08)+645.02)+870.32)+510.69)+84.22)+440.16)+847.52)+337.05)+737.80)+233.17)+857.14)+2.74)+57.02)+284.09)+735.92)+687.50)+809.85)+186.62)+556.77)+707.93)+133.18)+423.37)+584.22)+956.58)+248.03)+719.21)+756.45)+712.45)+124.04)+678.82)+975.76)+608.30)+754.27)+83.11)+785.69)+136.44),0,94.45,10.7491,0,32.86,3.98741
